StockSymbol,CompanyName
CSRN5,CIA ENERGETICA DO RIO GDE NORTE - COSERN
CSRN6,CIA ENERGETICA DO RIO GDE NORTE - COSERN
CSXC34,CSX CORP
CTBA11B,PREFEITURA MUNICIPAL DE CURITIBA
CTCA3,CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.
CTGP34,CITIGROUP INC.
CTKA3,KARSTEN S.A.
CTKA4,KARSTEN S.A.
CTNM3,CIA TECIDOS NORTE DE MINAS COTEMINAS
CTNM4,CIA TECIDOS NORTE DE MINAS COTEMINAS
CTSA3,CIA TECIDOS SANTANENSE
CTSA4,CIA TECIDOS SANTANENSE
CTSA8,CIA TECIDOS SANTANENSE
CTSH34,COGNIZANT TECHNOLOGY SOLUTIONS
CTXT11,FDO INV IMOB CENTRO TEXTIL INTERNACIONAL
CURY3,CURY CONSTRUTORA E INCORPORADORA S.A.
CVBI11,FDO INV. IMOB. VBI CRI
CVCB11,CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.
CVCB3,CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.
CVSH34,CVS HEALTH CORPORATION
CXCE11B,FDO INV IMOB CAIXA CEDAE
CXRI11,CAIXA RIO BRAVO FUNDO DE FDO INV IMOB - FII
CXTL11,FDO INV IMOB CAIXA TRX LOGÍSTICA RENDA
CXTL12,FDO INV IMOB CAIXA TRX LOGÍSTICA RENDA
CYRE3,CYRELA BRAZIL REALTY S.A.EMPREEND E PART
D1DG34,DATADOG INC
D1EL34,DELL TECHNOLOGIES INC
D1EX34,DEXCOM INC
D1FS34,Discover Financial Services
D1HI34,DR HORTON INC
D1IS34,DISH NETWORK CORP
D1LR34,DIGITAL REALTY TRUST INC
D1OC34,DOCUSIGN INC
D1OM34,DOMINION ENERGY INC
D1OV34,DOVER CORP
D1OW34,DOW INC
D1RE34,DUKE REALTY CORP
D1RI34,DARDEN RESTAURANTS INC
D1TE34,DTE ENERGY CO
D1VN34,DEVON ENERGY CORP
D1XC34,DXC TECHNOLOGY CO
DAMT11,DIAMANTE FDO INV IMOB
DAMT11B,DIAMANTE FDO INV IMOB
DANA11,DANA INDUSTRIAL S.A.
DASA3,DIAGNOSTICOS DA AMERICA S.A.
DASS3,DASS NORDESTE CALÇADOS E ARTIGOS ESPORTIVOS SA
DBAG34,DEUTSCHE BANK AKTIENGESELLSCHAFT
DCDI11,FIDC DE TRANSMISSÃO INFINITY DI
DCVY34,DISCOVERY INC
DCVY35,DISCOVERY INC
DDNB34,DUPONT DE NEMOURS INC.
DEAI34,"DELTA AIR LINES, INC."
DEEC34,DEERE & CO
DEOP34,DIAGEO PLC
DEVA11,DEVANT RECEBÍVEIS IMOBILIÁRIOS FDO. INVEST. IMOB.
DEVA13,DEVANT RECEBÍVEIS IMOBILIÁRIOS FDO. INVEST. IMOB.
DEVA14,DEVANT RECEBÍVEIS IMOBILIÁRIOS FDO. INVEST. IMOB.
DEVA15,DEVANT RECEBÍVEIS IMOBILIÁRIOS FDO. INVEST. IMOB.
DEVA16,DEVANT RECEBÍVEIS IMOBILIÁRIOS FDO. INVEST. IMOB.
DEVA17,DEVANT RECEBÍVEIS IMOBILIÁRIOS FDO. INVEST. IMOB.
DGCO34,DOLLAR GENERAL CORP
DHER34,DANAHER CORPORATION
DIRR3,DIRECIONAL ENGENHARIA S.A.
DISB34,THE WALT DISNEY COMPANY
DIVO11,IT NOW IDIV FUNDO DE ÍNDICE
DLMT11,DEL MONTE AJAX FDO INV IMOB - FII
DLTR34,DOLLAR TREE INC
DMAC11,MAC FDO INV IMOB
DMMO11,DOMMO ENERGIA S.A.
DMMO3,DOMMO ENERGIA S.A.
DMVF3,D1000 VAREJO FARMA PARTICIPAÇÕES S.A.
DNEN3B,DINAMICA ENERGIA S.A.
DOHL3,DOHLER S.A.
DOHL4,DOHLER S.A.
DOMC11,REAG MULTI ATIVOS IMOBILIÁRIOS - FII
DOVL11B,DOVEL FDO INV IMOB
DRIT11B,MULTIGESTÃO RENDA COMERCIAL FDO INV IMOB - FII
DTCY3,DTCOM - DIRECT TO COMPANY S.A.
DTCY4,DTCOM - DIRECT TO COMPANY S.A.
DTCY9,DTCOM - DIRECT TO COMPANY S.A.
DTEN3,DETEN QUIMICA S.A.
DTEN6,DETEN QUIMICA S.A.
DTEX3,DURATEX S.A.
DUKB34,DUKE ENERGY CORPORATION
DVAI34,DAVITA INC
DXXI3,DUXXI IMOBILIÁRIA S.A.
E1CL34,ECOLAB INC
E1DI34,Consolidated Edison Inc
E1FX34,EQUIFAX INC
E1IX34,EDISON INTERNATIONAL
E1MN34,EASTMAN CHEMICAL CO
E1MR34,Emerson Electric Co
E1OG34,EOG RESOURCES INC
E1QR34,EQUITY RESIDENTIAL
E1SE34,EVERSOURCE ENERGY
E1SS34,ESSEX PROPERTY TRUST INC
E1TN34,Eaton Corp PLC
E1TR34,Entergy Corp
E1VE34,EVEREST RE GROUP LTD
E1VR34,EVERGY INC
E1WL34,EDWARDS LIFESCIENCES CORP
E1XC34,EXELON CORP
E1XP34,EXPEDITORS INTERNATIONAL OF WASHINGTON INC
E1XR34,EXTRA SPACE STORAGE INC
EAIN34,ELECTRONIC ARTS INC
EALT3,ELECTRO ACO ALTONA S.A.
EALT4,ELECTRO ACO ALTONA S.A.
EBAY34,EBAY INC.
EBTL3,EMBRATEL - EMPR.BRASILEIRA DE TELEC S.A.
ECOO11,ISHARES ÍNDICE CARBONO EFIC. (ICO2) BRASIL-FDO ÍND
ECOR3,ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.
ECPR3,EMPRESA NAC COM REDITO PART S.A.ENCORPAR
ECPR4,EMPRESA NAC COM REDITO PART S.A.ENCORPAR
EDFO11B,FDO INV IMOB EDIFÍCIO OURINVEST
EDGA11,FDO INV IMOB - FII EDIFÍCIO GALERIA
EEEL3,CIA ESTADUAL GER.TRANS.ENER.ELET-CEEE-GT
EEEL4,CIA ESTADUAL GER.TRANS.ENER.ELET-CEEE-GT
EGCE3,ENERGISA GERACAO CENTRAIS EOLICAS RN S.A.
EGIE3,ENGIE BRASIL ENERGIA S.A.
EGYR11,ENERGY RESORT FDO. INVEST. IMOB.
EGYR13,ENERGY RESORT FDO. INVEST. IMOB.
EKTR3,ELEKTRO REDES S.A.
EKTR4,ELEKTRO REDES S.A.
ELBR4,ELEBRA S/A ELETRONICA BRASILEIRA
ELCI34,ESTEE LAUDER COMPANIES INC
ELDO11B,FDO INV IMOB - FII ELDORADO
ELET3,CENTRAIS ELET BRAS S.A. - ELETROBRAS
ELET5,CENTRAIS ELET BRAS S.A. - ELETROBRAS
ELET6,CENTRAIS ELET BRAS S.A. - ELETROBRAS
EMAE3,EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.
EMAE4,EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.
EMBP3,EMBRAPAR PARTICIPACOES S.A.
EMBP4,EMBRAPAR PARTICIPACOES S.A.
EMBR3,EMBRAER S.A.
ENAC3,CIA ARMAZENS GERAIS ENTREPOSTOS DO ACRE
ENAT3,ENAUTA PARTICIPAÇÕES S.A.
ENBR3,EDP - ENERGIAS DO BRASIL S.A.
ENEV3,ENEVA S.A
ENGI11,ENERGISA S.A.
ENGI12,ENERGISA S.A.
ENGI3,ENERGISA S.A.
ENGI4,ENERGISA S.A.
ENJU3,ENJOEI.COM.BR ATIVIDADES DE INTERNET S.A.
ENMT3,ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A
ENMT4,ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A
EPCO15,ENCALSO PARTICIPACOES EM CONCESSOES S.A.
EPCO19,ENCALSO PARTICIPACOES EM CONCESSOES S.A.
EPCO20,ENCALSO PARTICIPACOES EM CONCESSOES S.A.
EPCO21,ENCALSO PARTICIPACOES EM CONCESSOES S.A.
EPCO3,ENCALSO PARTICIPACOES EM CONCESSOES S.A.
EPTR4,EMPR TURISMO DE PERNAMBUCO S.A. -EMPETUR
EQIX34,EQUINIX INC
EQMA3B,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.
EQMA5B,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.
EQMA6B,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.
EQPA3,EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A.
EQPA5,EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A.
EQPA6,EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A.
EQPA7,EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A.
EQTL3,EQUATORIAL ENERGIA S.A.
ERPA11,EUROPA 105 - FDO INV IMOB
ESGB11,BTG PACTUAL ESG FUNDO DE ÍNDICE S&P/B3 BRAZIL ES
ESSD3,ENERGISA SUL-SUDESTE DISTRIBUIDORA DE ENERGIA S.A.
ESTQ11,FDO INV IMOB POLO ESTOQUE II - FII
ESTQ12,FDO INV IMOB POLO ESTOQUE II - FII
ESTR3,MANUFATURA DE BRINQUEDOS ESTRELA S.A.
ESTR4,MANUFATURA DE BRINQUEDOS ESTRELA S.A.
ESUD11,FDO INV PART IE BB VOTORANTIM ENERG SUSTENT II
ESUD12,FDO INV PART IE BB VOTORANTIM ENERG SUSTENT II
ESUT11,FDO INV PART IE BB VOTORANTIM ENERG SUSTENT III
ESUT12,FDO INV PART IE BB VOTORANTIM ENERG SUSTENT III
ESUU11,FDO INV PART IE BB VOTORANTIM ENERG SUSTENT I
ESUU12,FDO INV PART IE BB VOTORANTIM ENERG SUSTENT I
ETER3,ETERNIT S.A.
ETGO3,EMPR DE TRANSP URBANO DO EST GOIAS S.A.
ETGO4,EMPR DE TRANSP URBANO DO EST GOIAS S.A.
ETRO9B,ELETRON S.A.
EUCA3,EUCATEX S.A. INDUSTRIA E COMERCIO
EUCA4,EUCATEX S.A. INDUSTRIA E COMERCIO
EURO11,FDO INV IMOB EUROPAR
EVBI11,VBI CONSUMO ESSEN FDO. INVEST. IMOB.
EVBI13,VBI CONSUMO ESSEN FDO. INVEST. IMOB.
EVBI14,VBI CONSUMO ESSEN FDO. INVEST. IMOB.
EVEN3,EVEN CONSTRUTORA E INCORPORADORA S.A.
EXGR34,EXPEDIA GROUP INC
EXXO34,EXXON MOBIL CORPORATION
EZTB11,FDO INV IMOB EZTB - FII
EZTC3,EZ TEC EMPREEND. E PARTICIPACOES S.A.
F1AN34,Diamondback Energy Inc
F1BH34,Fortune Brands Home & Security Inc
F1EC34,FIRSTENERGY CORP
F1FI34,F5 NETWORKS INC
F1IS34,FISERV INC
F1LI34,FLIR SYSTEMS INC
F1LS34,FLOWSERVE CORP
F1MC34,FMC CORP
F1NI34,FIDELITY NATIONAL INFORMATION SERVICES INC
F1RA34,FRANKLIN RESOURCES INC
F1RC34,FIRST REPUBLIC BANK
F1RI34,FEDERAL REALTY INVESTMENT TRUST
F1SL34,FASTLY INC
F1TN34,Fortinet Inc
F1TV34,Fortive Corp
FAED11,FDO INV IMOB - FII ANHANGUERA EDUCACIONAL
FAEL6,FAE -FERRAGENS E APARELHOS ELETRICOS S.A
FAEL7,FAE -FERRAGENS E APARELHOS ELETRICOS S.A
FAMB11B,FDO INV IMOB - FII EDIFÍCIO ALMIRANTE BARROSO
FASL34,FASTENAL CO
FATN11,FUNDO DE INVESTIMENTO IMOBILIÁRIO ATHENA I
FATN12,FUNDO DE INVESTIMENTO IMOBILIÁRIO ATHENA I
FAVM11,FDO INV. IMOB. - AVM FII
FBOK34,"FACEBOOK, INC."
FBTS11,FDO INV IMOB VOTORANTIM BII BTS
FCCQ11,CONQUEST FIP EMPRESAS EMERGENTES
FCFL11,FDO INV IMOB - FII CAMPUS FARIA LIMA
FCXO34,FREEPORT-MCMORAN INC.
FDES11,FDO DE DESENVOLVIMENTO DO ESPÍRITO SANTO - FUNDES
FDMO34,FORD MOTORS COMPANY
FDXB34,FEDEX CORPORATION
FESA3,CIA FERRO LIGAS DA BAHIA - FERBASA
FESA4,CIA FERRO LIGAS DA BAHIA - FERBASA
FEXC11,FDO INV IMOB - FII BTG PACTUAL FUNDO DE CRI
FFTD34,FIFTH THIRD BANCORP
FGRT5,FRIGORIFICO REDENTOR S.A.
FHER3,FERTILIZANTES HERINGER S.A.
FIGE3,INVESTIMENTOS BEMGE S.A.
FIGE4,INVESTIMENTOS BEMGE S.A.
FIGS11,FDO INV IMOB GENERAL SHOPPING ATIVO E RENDA - FII
FIGV11,FDO INV. IMOB. GV BLUE CHIP
FIIB11,FDO INV IMOB INDUSTRIAL DO BRASIL
FIIP11B,RB CAPITAL RENDA I FDO INV IMOB - FII
FIND11,IT NOW IFNC FUNDO DE ÍNDICE
FINF11,FDO INV IMOB INFRA REAL ESTATE - FII
FISC11,FDO INV IMOB SC 401
FISD11,SAO DOMINGOS FDO INV IMOB - FII
FIVN11,FDO INV IMOB VIDA NOVA - FII
FKEN11B,FDO INV IMOB KENNEDY SQUARE - FII
FLCR11,FARIA LIMA CAPITAL RECEB. IMOB. I - FDO INV. IMOB.
FLCR12,FARIA LIMA CAPITAL RECEB. IMOB. I - FDO INV. IMOB.
FLCR13,FARIA LIMA CAPITAL RECEB. IMOB. I - FDO INV. IMOB.
FLCR14,FARIA LIMA CAPITAL RECEB. IMOB. I - FDO INV. IMOB.
FLCT11,02 FILMES CURTOS LTDA.
FLEX3,FLEX GESTÃO DE RELACIONAMENTOS S.A.
FLMA11,FDO INV IMOB CONTINENTAL SQUARE FARIA LIMA
FLRP11,FDO INV IMOB - FII FLORIPA SHOPPING
FLRY3,FLEURY S.A.
FLTC34,FLEETCOR TECHNOLOGIES INC
FMOB11,IMMOB III - GALPOES E LAJES CORP. FDO INV. IMOB.
FMOB12,IMMOB III - GALPOES E LAJES CORP. FDO INV. IMOB.
FMOF11,FDO INV IMOB MEMORIAL OFFICE
FMSC34,FRESENIUS MEDICAL CARE AG & CO KGAA
FMXB34,FOMENTO ECONOMICO MEXICANO SAB DE CV - FEMSA
FNAM11,FDO INV DA AMAZONIA
FNCN3,FINANSINOS S.A.- CREDITO FINANC E INVEST
FNOR11,FDO INV DO NORDESTE
FNUV3,FENAUVA-FEIRA NAC DA UVA TUR E EMPR S.A.
FOXC34,FOX CORPORATION
FPAB11,FDO INV IMOB PROJETO ÁGUA BRANCA
FPNG11,FDO INV IMOB PEDRA NEGRA RENDA IMOB
FPOR11,PORTO SUDESTE ROYALTIES - FIP-IE
FPOR12,PORTO SUDESTE ROYALTIES - FIP-IE
FRAS3,FRAS-LE S.A.
FRIO3,METALFRIO SOLUTIONS S.A.
FRNV3,CIA DE NAVEG DO SAO FRANCISCO - FRANAVE
FRRN3B,RUMO MALHA NORTE S.A.
FRRN5B,RUMO MALHA NORTE S.A.
FRRN6B,RUMO MALHA NORTE S.A.
FRTA3,POMIFRUTAS S/A
FSLR34,"FIRST SOLAR, INC"
FSPE11,FDO INV SETORIAL PESCA
FSRF11,FDO INV SETORIAL FL E REF
FSTU11,FDO INV SETORIAL TURISMO
FTCE11B,OPPORTUNITY FDO INV IMOB
FTCE13B,OPPORTUNITY FDO INV IMOB
FTRO3,FRUTOS TROPICAIS S/A
FVBI11,FDO INV IMOB VBI FL 4440 - FII
FVPQ11,FDO INV IMOB VIA PARQUE SHOPPING - FII
G1AR34,GARTNER INC
G1LL34,GLOBE LIFE INC
G1LW34,CORNING INC
G1MI34,General Mills Inc
G1PC34,GENUINE PARTS CO
G1PI34,Global Payments Inc
G1RM34,GARMIN LTD
G1WW34,WW GRAINGER INC
GALG11,GUARDIAN LOGISTICA FDO. INVEST. IMOB.
GALG13,GUARDIAN LOGISTICA FDO. INVEST. IMOB.
GCFF11,GALAPAGOS FDO DE FDO - FII FDO INV. IMOB.
GDBR34,GENERAL DYNAMICS CORP.
GEOO34,GENERAL ELECTRIC COMPANY
GEPA3,RIO PARANAPANEMA ENERGIA S.A.
GEPA4,RIO PARANAPANEMA ENERGIA S.A.
GESE11B,FDO INV IMOB GENERAL SEVERIANO - FII
GFSA3,GAFISA S.A.
GGBR3,GERDAU S.A.
GGBR4,GERDAU S.A.
GGRC11,GGR COVEPI RENDA FDO INV IMOB
GGRF11,GGR ESTRATEGIA FDO INV IMOB - FII
GILD34,"GILEAD SCIENCES, INC."
GLAZ11,GLAZ CINEMA E VIDEO LTDA. - ME
GMAT3,GRUPO MATEUS S.A.
GMCO34,GENERAL MOTORS COMPANY
GNDI3,NOTRE DAME INTERMEDICA PARTICIPACOES SA
GNTV11,GRUPO NOVO DE CINEMA E TV LTDA.
GOAU3,METALURGICA GERDAU S.A.
GOAU4,METALURGICA GERDAU S.A.
GOGL34,ALPHABET INC.
GOGL35,ALPHABET INC.
GOLL11,GOL LINHAS AEREAS INTELIGENTES S.A.
GOLL12,GOL LINHAS AEREAS INTELIGENTES S.A.
GOLL4,GOL LINHAS AEREAS INTELIGENTES S.A.
GOVE11,IT NOW IGCT FUNDO DE ÍNDICE
GPAR3,CIA CELG DE PARTICIPACOES - CELGPAR
GPCP3,GPC PARTICIPACOES S.A.
GPCP4,GPC PARTICIPACOES S.A.
GPIV33,"GP INVESTMENTS, LTD."
GPLA5,GEPLAN HOTEIS S.A.
GPRK34,GEOPARK LTD
GPRO34,"GOPRO, INC."
GPSI34,"THE GAP, INC."
GRLV11,CSHG GR LOUVEIRA FDO DE INV IMOB - FII
GRND3,GRENDENE S.A.
GRRO11,GREEN ROCK - FDO INV IMOB
GSFI11,GENERAL SHOP E OUTLETS DO BRASIL FDO INV IMOB - FI
GSGI34,GOLDMAN SACHS GROUP INC.
GSHP3,GENERAL SHOPPING E OUTLETS DO BRASIL S.A.
GTIS11,GTIS ENERGIA FDO. INVEST EM PART. INFRAESTRUTURA
GTPC11,G. T. PRODUCOES CINEMATOGRAFICAS LTDA.
GTWR11,FDO INV IMOB GREEN TOWERS
GUAR3,GUARARAPES CONFECCOES S.A.
H1AS34,Hasbro Inc
H1BA34,HUNTINGTON BANCSHARES INC
H1BI34,Hanesbrands Inc
H1CA34,HCA HEALTHCARE INC
H1EI34,HEICO CORPORATION
H1ES34,Hess Corp
H1FC34,HollyFrontier Corp
H1IG34,HARTFORD FINANCIAL SERVICES GROUP INC
H1II34,HUNTINGTON INGALLS INDUSTRIES INC
H1LT34,HILTON WORLDWIDE HOLDINGS INC
H1OG34,HARLEY-DAVIDSON INC
H1OL34,HOLOGIC INC
H1PE34,HEWLETT PACKARD ENTERPRISE CO
H1RB34,H&R BLOCK INC
H1RL34,HORMEL FOODS CORP
H1SI34,HENRY SCHEIN INC
H1ST34,HOST HOTELS & RESORTS INC
H1UM34,HUMANA INC
H1ZN34,HORIZON THERAPEUTICS PLC
HAAA11,HEDGE AAA FDO. INV. IMOB.
HABT11,HABITAT II - FDO INV IMOB
HAGA3,HAGA S.A. INDUSTRIA E COMERCIO
HAGA4,HAGA S.A. INDUSTRIA E COMERCIO
HALI34,HALLIBURTON COMPANY
HAPV3,HAPVIDA PARTICIPACOES E INVESTIMENTOS SA
HBOR3,HELBOR EMPREENDIMENTOS S.A.
HBRH11,FDO.INVEST. IMOB. MULTI RENDA URBANA
HBSA3,HIDROVIAS DO BRASIL S.A.
HBTS3,CIA HABITASUL DE PARTICIPACOES
HBTS5,CIA HABITASUL DE PARTICIPACOES
HBTS6,CIA HABITASUL DE PARTICIPACOES
HCBR1,BR HOME CENTERS S.A.
HCRI11,FDO INV IMOB - FII HOSPITAL DA CRIANÇA
HCST11,HECTARE DESENV. STUDENT HOUSING - FDO. INV. IMOB.
HCTR11,HECTARE CE - FDO INV IMOB
HCTR13,HECTARE CE - FDO INV IMOB
HCTR14,HECTARE CE - FDO INV IMOB
HERM11,FDO INV IMOB HERMES
HETA3,HERCULES S.A. FABRICA DE TALHERES
HETA4,HERCULES S.A. FABRICA DE TALHERES
HFOF11,HEDGE TOP FOFII 3 FDO INV IMOB
HGBS11,HEDGE BRASIL SHOPPING FDO INV IMOB
HGCR11,CSHG RECEBÍVEIS IMOBILIÁRIOS FDO INV IMOB - FII
HGFF11,CSHG IMOB. FOF - FDO INV. IMOB. - FII
HGLG11,CSHG LOGÍSTICA FDO INV IMOB - FII
HGPO11,CSHG PRIME OFFICES FDO INV IMOB - FII
HGRE11,CSHG REAL ESTATE FDO INV IMOB - FII
HGRU11,CSHG RENDA URBANA - FDO INV IMOB - FII
HGRU12,CSHG RENDA URBANA - FDO INV IMOB - FII
HGTX3,CIA HERING
HLJP3,HOTEL LAJE DE PEDRA S.A.
HLOG11,HEDGE LOGÍSTICA FDO. INV. IMOB.
HLOG12,HEDGE LOGÍSTICA FDO. INV. IMOB.
HMOC11,HEDGE SHOPPING PRAÇA DA MOÇA FDO INV IMOB
HOAM5,CIA TROPICAL DE HOTEIS DA AMAZONIA
HOAM6,CIA TROPICAL DE HOTEIS DA AMAZONIA
HOME34,"THE HOME DEPOT, INC."
HONB34,HONEYWELL INTERNATIONAL INC.
HOND34,HONDA MOTOR CO LTD
HOOT3,HOTEIS OTHON S.A.
HOOT4,HOTEIS OTHON S.A.
HOSI11,FDO. INV. IMOB. HOUSI
HPDP11,HEDGE SHOPPING PARQUE DOM PEDRO FDO. DE INV. IMOB.
HPQB34,HEWLETT-PACKARD COMPANY
HRDF11,HEDGE REALTY DEVELOPMENT FDO INV IMOB
HREC11,HEDGE RECEBÍVEIS FDO. INVEST. IMOB.
HSAF11,HSI ATIVOS FINANCEIROS FUNDO DE INVESTIMENTO IMOBI
HSHY34,THE HERSHEY COMPANY
HSML11,HSI MALL FDO INV IMOB
HSRE11,HSI RENDA IMOB FDO INV IMOB
HSRE13,HSI RENDA IMOB FDO INV IMOB
HTMX11,FDO INV IMOB - FII HOTEL MAXINVEST
HUSC11,FDO INV IMOB HOSPITAL UNIMED SUL CAPIXABA
HUSI11,HUSI FDO INV. IMOB.
HYPE3,HYPERA S.A.
I1AC34,IAC INTERACTIVECORPORATION
I1CE34,INTERCONTINENTAL EXCHANGE INC
I1DX34,IDEXX LABORATORIES INC
I1EX34,IDEX CORPORATION
I1FF34,INTERNATIONAL FLAVORS & FRAGRANCES INC
I1FO34,INFOSYS LTD
I1LM34,ILLUMINA INC
I1NC34,INCYTE CORP
I1NF34,IHS MARKIT LTD
I1PC34,INTERNATIONAL PAPER CO
I1PG34,IPG PHOTONICS CORP
I1PH34,INTERPUBLIC GROUP OF COS INC
I1QV34,IQVIA HOLDINGS INC
I1QY34,IQIYI INC
I1RM34,IRON MOUNTAIN INC
I1RP34,TRANE TECHNOLOGIES PLC
I1SR34,INTUITIVE SURGICAL INC
I1TW34,ILLINOIS TOOL WORKS INC
I1VZ34,INVESCO LTD
I1XC34,ORIX CORP
IBFF11,FDO INV. IMOB. FOF INTEGRAL BREI
IBFF13,FDO INV. IMOB. FOF INTEGRAL BREI
IBMB34,INTERNATIONAL BUSINESS MACHINES CORPORATION
IBOV11,INDICE BOVESPA
IBRA11,ÍNDICE BRASIL AMPLO BMFBOVESPA
IBXL11,INDICE IBRX 50
IBXX11,INDICE BRASIL
ICO211,ÍNDICE CARBONO EFICIENTE
ICON11,INDICE SETORIAL DE CONSUMO
IDIV11,ÍNDICE DIVIDENDOS BMFBOVESPA
IDVL3,BCO INDUSVAL S.A.
IDVL4,BCO INDUSVAL S.A.
IEEX11,INDICE DE ENERGIA ELETRICA
IFID11,IFI-D FUNDO DE INVESTIMENTO IMOBILIARIO - FII
IFID13,IFI-D FUNDO DE INVESTIMENTO IMOBILIARIO - FII
IFIE11,IFI-E FUNDO DE INVESTIMENTO IMOBILIARIO - FII
IFIX11,ÍNDICE FUNDOS INV IMOBILIÁRIOS BMFBOVESPA
IFNC11,ÍNDICE BMFBOVESPA FINANCEIRO
IFRA11,ITAÚ - FDO INV. EM COTAS DE FIDC DE INFRAESTRUTURA
IGBR3,IGB ELETRÔNICA S/A
IGCT11,ÍNDICE DE GOVERNANÇA CORPORATIVA TRADE
IGCX11,INDICE ACOES GOVERNANCA CORPORATIVA DIF.
IGNM11,ÍNDICE GOVERNANÇA CORPORTATIVA NOVO MERCADO
IGSN3,IGUA SANEAMENTO S.A.
IGTA3,IGUATEMI EMPRESA DE SHOPPING CENTERS S.A
IMAT11,ÍNDICE MATERIAIS BÁSICOS BMFBOVESPA
IMIV11,IMMOB IV - BRAGANÇA FDO. INV. IMOB.
IMIV13,IMMOB IV - BRAGANÇA FDO. INV. IMOB.
IMMO11,IMMOB II FDO INV IMOB - FII
IMMO12,IMMOB II FDO INV IMOB - FII
IMMO13,IMMOB II FDO INV IMOB - FII
IMMV11,IMMOB V DESENVOLVIMENTO FDO. INVEST. IMOB. - FII
IMMV13,IMMOB V DESENVOLVIMENTO FDO. INVEST. IMOB. - FII
IMOB11,ÍNDICE BMFBOVESPA IMOBILIÁRIO
INDX11,INDICE DO SETOR INDUSTRIAL
INEP3,INEPAR S.A. INDUSTRIA E CONSTRUCOES
INEP4,INEPAR S.A. INDUSTRIA E CONSTRUCOES
INGG34,ING GROEP NV
INNT11,INTER CONSTRUTORA E INCORPORADORA S.A.
INNT12,INTER CONSTRUTORA E INCORPORADORA S.A.
